Flow_Velocity_V,Pier_Diameter_D,Water_Depth_h,Grain_Size_d50,Froude_Number,Lacey_Scour,HEC18_Scour,Experimental_Scour
1.8108904159657686,0.6292043029215193,2.520415567649481,1.118642650215534,0.3641846106439602,5.994572609219952,1.3247323062212804,3.4274970318059
3.827500072434707,1.82838657892037,3.5073130512876274,0.2300077989817166,0.6525194151237446,16.017693175539204,3.822878330996121,8.690941729652405
3.061978796339918,1.8515878040252662,2.5930943584907213,0.9890336319400069,0.6070975987402922,8.850661427949152,3.361796121180688,5.474062314884095
2.595304694689628,2.0935747537455165,1.7983228038135004,2.956903648751492,0.6179026004264851,5.174420415685197,3.227801288920882,4.288622500042697
1.0460652415485279,2.3152283343066538,2.085722839905407,2.16498029790324,0.2312575762044231,3.282956733158956,2.3785761517375184,2.523126299243657
1.0459808211767092,2.9396301986563365,5.147008912294532,4.474091384277177,0.14720133803465635,5.311683517546745,3.1380981922204114,3.677711428857933
0.7032926425886981,1.7907508707529882,2.8570034656521326,4.1054734525183605,0.13284529783770427,2.7931950106269476,1.7705593360414047,2.245615773383622
3.531616510212273,1.3073911823531148,4.278428749432679,1.7749050233195924,0.5451259830105502,12.329343335820887,3.050259371834935,6.686584823776424
2.6039025411012306,2.487965486921759,5.530755437693712,1.3711748238133334,0.353506980703864,12.465830572385364,4.208375861725874,7.358172823420063
2.9782540222861593,1.1770806281551855,7.213553457664288,1.960492800019608,0.3540402233159363,15.333584489042167,2.8411809453778787,7.944395829938497
0.5720457300353086,1.5974285517640903,1.3538092585698904,2.9924452183225583,0.15697030588982766,1.559379026485947,1.3598799739430718,1.4762497020259018
3.89468448256698,0.6961409533556648,8.194693590181384,1.4135118400320938,0.4343815961791279,21.082267979380724,2.30570810438432,9.731720259772374
3.413549242801476,0.5633768585386438,6.6511035054181695,3.158329648460757,0.42259544857963094,14.693353064859428,1.8459069967530786,6.7928397641949845
1.2431868873739664,2.906621036694813,1.7358312875398472,2.1061170957370785,0.3012646402097729,3.2740057743710334,2.897395639604633,3.1789082927532153
1.136387385224852,2.5899503012805147,8.862207616960994,2.8050311861747033,0.1218767712252753,8.716721528490941,3.2229613826028713,5.5179956176518985
1.1419157844870185,2.239935515234245,9.287851604786319,2.237019992763052,0.11963050568361537,9.369544752429045,2.957504800554338,5.507444401737313
1.564847850358382,1.5223823610356746,1.5497016386937736,1.5428822217553968,0.40134103636727025,3.7272505046900397,2.069036229239989,3.009317488827159
2.336647510712832,0.9332358001771144,3.4918988333248335,4.747421204114568,0.3992343242248523,6.939436100999848,1.9958319161772753,3.8127608751573816
2.0118075652474054,0.8910926066777152,8.255811518137552,3.8416683913828282,0.22354864847976655,11.546261696547935,2.0397443652485916,5.613522522129618
1.5193019906931466,1.1256072454114883,7.734337213452926,0.7865545612556175,0.17442071064076334,11.941363055692266,2.0857714374209295,5.924221874247277
2.641485131528328,1.8730666617653011,2.6606891742073957,4.355493081899772,0.517031014649108,6.3731267915592635,3.1896988641519215,4.456232132661534
0.9882285122821464,2.286489806750156,2.8841439100303927,2.488412871422617,0.18578661113147313,3.8331843167893482,2.4053160144775503,3.012964252800673
1.5225062698732637,2.150493441794328,4.334248925122438,4.483305911781048,0.23348966443940536,6.081529286594321,2.940727054507602,4.16086253866384
1.782266451527921,1.1998347423648572,5.360706866719192,4.019290754141845,0.24576899786030798,7.926268785325696,2.216222198401845,4.55304914264853
2.0962449447596256,2.887163201657985,6.564292943772664,2.183546171899244,0.2612242840670873,11.190689083207218,4.321832907438647,6.8816444641175085
3.2481158648755475,2.344742291739421,4.320222756127952,0.21009961076857525,0.49893496376316115,16.748842503079192,4.307029678808279,9.500319499127633
1.1988582375542591,1.8858851312785017,5.162812445198331,1.416519060986236,0.16845742345731546,7.060947042664121,2.4946859863008806,4.308867732087291
2.2998205344476403,2.0293018655858805,7.727238443203809,2.7540076518382484,0.26414797569759974,12.767775028297622,3.6560166448630333,7.4683143729750885
2.5734509910171486,1.5490001560694748,1.330148826015381,3.2040432771481218,0.7124120890907826,4.152327511142528,2.538650872337112,3.235530329815934
0.662576444519992,1.1193274737528935,3.2719324990961867,1.3636496586226914,0.11694975616020806,3.530804367315975,1.2950107611621844,2.2578411864967682
2.6264069816550344,1.389931696628154,7.420146272960972,0.7828447629568382,0.3078373325832578,16.74432417611047,3.0102201653344207,8.589326861679671
1.0968344329055204,2.3946152761609225,9.056861539184794,4.191158160316566,0.11636374982279081,8.078314667244236,3.0253599380419165,5.113698113725442
0.7276805754484783,0.5359837215743897,5.6050969790409955,4.923570685447405,0.09813291799856003,4.344433468188301,0.898385963871611,2.3732133795784187
3.8210993803866664,0.7901816012672906,5.789021367387841,2.6758818932831607,0.5070505441663934,14.84505251920143,2.369388801643459,7.559027168186511
3.8797121157609578,0.6150066050543819,1.9645481020579845,0.9412285006566872,0.8837586220956574,8.684060463218879,1.7513270742595572,4.553898605298506
3.329390718407614,0.6018220057974253,5.026711301411092,1.434305899944908,0.4741200147248098,13.67590511778638,1.8355473056365816,6.678040994134777
1.5661481921067975,2.638651460027518,5.793555398095209,0.190114315082587,0.20774269808223808,12.734447674256925,3.53586114243189,7.20183540101882
0.8418523990223435,2.259144648450059,3.1822345327125667,4.580064152146445,0.15067297313511135,3.322492964455811,2.2573821642525806,2.8994440666512937
2.894815592792549,1.685434572718313,3.4231890785444286,0.6769803061616916,0.4995407892057182,10.928714811306282,3.205007507654045,6.193031583806049
2.0405337280886044,0.7445854016275038,4.395557467941604,2.9249307300198426,0.3107436715194456,8.012778433030435,1.6771129196881263,4.481520189961673
0.9271338219567259,1.7290396877920808,1.1806407799995373,1.4428705813673095,0.27242629926813555,2.2178532739964996,1.7298224422099786,1.9190110823279354
2.2331191853894454,1.6836794269514141,3.8987124902486046,2.815472212327388,0.3610911083613693,7.905465334415294,2.9153872754895085,4.696802233742116
0.6203598239032644,0.933004674775038,2.9030320629689017,3.291959902924135,0.11624739890011684,2.6939228022548583,1.100442651997733,1.7570503743372017
3.6826214072757373,1.5846291230949325,3.9474761696012317,4.165734838165288,0.5917834443902963,10.423166963857748,3.4811665123009754,6.155808944302453
1.4057299356000592,1.4962618359934337,2.077859186373261,1.1114642316269558,0.3113575013489662,4.45649400847205,2.0326007791359104,3.1282546032186747
2.818827995238937,2.039625245130541,9.014745526659055,0.15387956042655435,0.29974871949455245,26.208879078293396,4.087682084800103,12.838267285302063
1.5909887663129383,2.087734127169109,6.342332081986438,0.7707395873371556,0.20170103215158175,10.824886573335458,3.094785144851081,6.1198982012626155
2.320238074122338,0.6132600244301113,7.111920872300407,4.510091345055715,0.2777823114645239,11.192986806259846,1.6671989006020698,5.19408295322335
2.4134859777014785,1.4365315365661782,8.102541147466045,4.382061380056324,0.2707071044895684,12.594903531066397,3.0010770075178947,6.770761669049934
1.1469905943393446,2.064649789285591,5.485979790361515,3.027324200634511,0.15635013162331962,6.290185540605636,2.617467948749224,3.7229730864974457
3.893546197175955,1.7578406464502192,1.7822825927868133,3.042532616124902,0.9311562134377974,6.708714280265125,3.4260063591556973,4.501504104076609
3.212964881763901,2.6412246029708055,5.83395887636693,3.358679705276652,0.4247073659215809,12.799176691109873,4.823577393658788,8.127879311060866
3.788246295474662,2.146734079047363,6.281570062187912,0.9593192652549031,0.4825803115617513,18.491592767815874,4.570299480178751,10.256686819031225
3.631895726496771,0.9073360677035742,7.70895526765897,4.580618535032303,0.4176390553034435,15.881657100500787,2.6361627462949966,7.998179122245058
2.592649925838798,0.6764218685010746,4.884935916067114,2.1519755719711586,0.3745242481023081,10.614336432827532,1.771611296263094,5.163654929419487
3.726559822580909,2.106048195515789,2.148222725160074,1.9773787884225378,0.8117717627393637,7.928795113548933,3.8776512426658085,5.490952087597761
0.8097237571817182,0.5662782763540546,3.55398315218852,2.642696755885904,0.1371338584237726,3.8193622125066433,0.9166890177017074,2.0772179147600967
1.1859400184670081,1.9644389531836581,4.267740667587716,0.33013323719776977,0.18328596474721895,7.870872186202923,2.4851345803937837,4.465674919338558
0.6582955111868832,2.850575603562394,6.8132551719844106,0.9147885069047892,0.0805209820041648,6.1271825595466645,2.6178887590939373,4.247116024540101
1.6386561576714251,1.9386854446896975,6.137004742020207,3.7163647204892154,0.21119085147637048,8.309477421207731,2.973752547448661,5.23964684053864
1.860370513913187,1.4704248155163047,4.204870533080616,0.5057134728331197,0.2896600688414645,9.799739579130295,2.4934080748343543,5.382796050478282
1.4497216112086357,2.108220546105883,9.878637239136816,3.0554453363853025,0.14726569472649023,10.866906211771328,3.176896526121005,6.256933276230313
3.4005812820317525,1.6456322262287917,6.451973374211985,1.3022106374384728,0.427437255888548,16.647442210198733,3.6839508183680127,8.900604796292434
1.7486366434275624,1.8640419732898375,3.1350411256239505,2.007548508805685,0.3153141424502886,6.144427745991395,2.7225195733409433,3.785022612137481
1.4832707839058328,2.8536620219413127,1.9160422535836337,1.5145993101764295,0.3421238871164575,4.155895596034009,3.130273491755485,3.5034457260888052
2.3994362910538696,1.4652565945019356,2.375732252658988,1.842796310678251,0.49702241207273135,6.397183773337376,2.5694766872662247,3.9982618844950153
0.9932347874116693,2.9029764095597854,3.213619555460573,3.6233249354028034,0.1768968858833613,3.88278741504109,2.8565775397602944,3.1168184883883754
3.3076894326391386,2.7633766048901593,2.446132359336001,1.5558964065535579,0.6752276930572254,8.310686709492243,4.472986984959478,5.965901830839691
0.7609272528791979,0.9894778369732411,2.679103216461752,2.8753827374547964,0.1484273426595504,2.992744795946862,1.23478467304577,2.207621701233635
3.9541042781018105,0.6734032521879136,3.565856518244624,2.4326469707755884,0.6685465971264102,11.170999828319118,2.029891653349665,5.782461352527498
3.202856692538301,0.7519450034435666,2.560362357652793,3.3519887102769763,0.6390756739589477,7.378579723450597,1.904776091877216,4.0086206960391495
1.1955048853696035,0.5455545641288744,9.070888821637826,4.6904657226913145,0.12673364606503085,8.405470787054488,1.2005929712243202,4.168431514759811
0.5193274099326084,0.736107401889821,1.7221037109547799,3.6896032763302267,0.12635053644319036,1.6575538939761862,0.8144054483813165,1.3615681421071648
3.3541149995919195,2.207516933540892,5.720602506132292,1.1532078550947082,0.4477365609048485,15.53551972285017,4.3612596627191875,8.969658739208496
